Mask File,Medial X,Medial Y,Medial Z,Lateral X,Lateral Y,Lateral Z
tibia_mask.nii.gz,94.73645865917206,7.822360396385193,-900.5,99.95130455493927,9.56064236164093,-900.5
expanded_2mm_tibia_mask.nii.gz,93.86731767654419,6.084078431129456,-900.5,100.82044553756714,7.822360396385193,-900.5
expanded_4mm_tibia_mask.nii.gz,92.99817669391632,4.345796465873718,-900.5,100.82044553756714,5.214937448501587,-900.5
randomized_tibia_mask.nii.gz,93.86731767654419,6.953219413757324,-900.5,99.95130455493927,7.822360396385193,-900.5
randomized_2_tibia_mask.nii.gz,93.86731767654419,6.953219413757324,-900.5,99.95130455493927,7.822360396385193,-900.5
